Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Наливайко,Марія,Петрівна,Жіноча,1999-07-01,Геофізик,місто Помічна,"проспект Василя Симоненка, буд. 009 кв. 822, Андрушівка, 86342",984-08-18,odubyna@example.org
Титаренко,Клавдія,Валеріївна,Жіноча,2007-11-08,Клавішник,місто Чуднів,"сквер Скляний 2-й, буд. 0, Стрий, 62323",040 831 37 10,albert95@example.org
Алексюк,Юстина,Захарівна,Жіноча,1965-02-03,Євнух,місто Добропілля,"набережна Шота Руставелі, буд. 6, Моршин, 61241",147 70 13,marynavlasenko@example.org
Черінько,Юстина,Олександрівна,Жіноча,1952-05-26,Льотчик,селище Святогірськ,"вулиця Дюківський сад, буд. 1, Бобровиця, 36051",269-12-82,danylo75@example.org
Яценко,Орися,Аркадіївна,Жіноча,1977-01-18,Хореограф,місто Бершадь,"площа Пассіонарії, буд. 80, Острог, 88081",+380 (71) 744-90-27,demyd19@example.net
Ґереґа,Емілія,Адамівна,Жіноча,1954-02-08,Зоолог,селище Лиман,"сквер Пілотна, буд. 241 кв. 01, Вишгород, 78522",019 044-95-91,ihavrylenko@example.net
Ісаєнко,Орина,Данівна,Жіноча,1968-09-19,Маркетолог,місто Івано-Франківськ,"площа Шефська, буд. 099, Трускавець, 49288",+380 53 161-55-98,vasylyna54@example.net
Рябошапка,Христина,Валентинівна,Жіноча,1958-02-26,Детектив,село Дубляни,"провулок Вернидуба, буд. 94, Зіньків, 55873",051 788-37-50,dmytroskoryk@example.com
Пелех,Ярослава,Русланівна,Жіноча,1938-09-28,Кур'єр,місто Вознесенівка,"набережна Юннатів 2-й, буд. 9 кв. 448, Краматорськ, 17242",211 04 26,pdeisun@example.com
Устенко,Анжела,Адамівна,Жіноча,1991-01-18,Акушер,хутір Чернігів,"набережна Асташкіна, буд. 3, Городенка, 97896",+380 69 371-16-72,boryslav14@example.org
Стець,Аніта,Алевтинівна,Жіноча,1980-10-27,Євнух,місто Благовіщенське,"парк Економічний, буд. 12 кв. 772, Шахтарськ, 68127",+380 03 944-48-65,otsybulenko@example.net
Валенко,Аліна,Євгенівна,Жіноча,1988-07-19,Перекладач,селище Миколаїв,"сквер Суднобудівний, буд. 2, Тетіїв, 69380",+380 (48) 104-69-49,lkyrylenko@example.org
Михайличенко,Володимира,Дмитріївна,Жіноча,1950-11-04,Продюсер,хутір Оріхів,"шосе Путівна, буд. 22 кв. 26, Тячів, 09821",586-82-92,les42@example.net
Ірванець,Мілена,Борисівна,Жіноча,1975-05-23,Провізор,селище Світловодськ,"набережна Літературна, буд. 553 кв. 562, Брянка, 20369",+380 34 625 92 73,dubenkoarkadii@example.net
Гавришкевич,Юстина,Вадимівна,Жіноча,1952-01-15,Пекар,хутір Рені,"сквер Чернігівська, буд. 21, Лохвиця, 66800",+380 68 151 50 01,hennadiivlasiuk@example.com
Андрійович,Маруся,Гаврилівна,Жіноча,1968-10-05,Прокурор,село Вилкове,"парк Гімназична, буд. 7 кв. 3, Хуст, 74929",386 22 66,acherinko@example.com
Гавришкевич,Любов,Максимівна,Жіноча,1938-05-06,М'ясник,селище Ржищів,"парк Флотська, буд. 540, Полонне, 77505",655 80 13,stefanarsenych@example.com
Гречаник,Ярослава,Ігорівна,Жіноча,1985-05-05,Перекладач,хутір Сквира,"шосе Лузанівський, буд. 21 кв. 70, Родинське, 93787",+380 08 815 26 42,tokariarema@example.net
Сагаль,Розалія,Спасівна,Жіноча,1975-05-20,Підприємець,селище Нетішин,"парк Зої Пасічної, буд. 823 кв. 2, Очаків, 52431",+380 61 382 43 97,alla39@example.com
Чала,Михайлина,Лукʼянівна,Жіноча,1977-04-22,Кухар,хутір Решетилівка,"проспект Садовий, буд. 391, Монастириська, 73547",+380 72 441 76 44,cchernenko@example.net
Дергач,Аліна,Адамівна,Жіноча,1967-02-21,Мірошник,село Кривий Ріг,"вулиця 3-тя Лінія Марії Демченко, буд. 9, Перемишляни, 03226",+380 80 245-31-08,rlupii@example.org
Юхименко,Одарка,Ігорівна,Жіноча,1980-01-24,Астрофізик,місто Інкерман,"проспект Миргородський, буд. 103 кв. 2, Яремче, 10153",078 621-11-76,priska53@example.net
Байда,Оксана,Данівна,Жіноча,1992-10-20,Географ,хутір Дружківка,"сквер Лінія 38-ма, буд. 8, Ніжин, 65896",774 04 98,shcherbakiryna@example.net
Шутько,Варвара,Геннадіївна,Жіноча,1997-01-03,Слідчий,хутір Роздільна,"вулиця Бутишів, буд. 3 кв. 37, Самар, 64004",+380 32 773-25-03,zynoviizasukha@example.org
Михайлюк,Клавдія,Веніяминівна,Жіноча,1944-10-31,Драматург,село Вільногірськ,"провулок Заводська 3-тя, буд. 58, Берегове, 23192",095 614 08 32,tprymachenko@example.com
Пʼятаченко,Соломія,Миколаївна,Жіноча,1949-07-05,Бухгалтер,місто Нова Одеса,"шосе Тополиний, буд. 881, Гуляйполе, 85528",+380 37 056-21-03,nadiiaderevianko@example.org
Юрчишина,Святослава,Тимофіївна,Жіноча,1990-06-23,Електротехнік,місто Олевськ,"набережна Ірини Жиленко, буд. 35, Винники, 83340",803-81-52,varfolomii02@example.com
Артюшенко,Галина,Азарівна,Жіноча,1955-03-17,Психолог,село Умань,"проспект Рози вітрів, буд. 511 кв. 4, Комарно, 37686",+380 (66) 391-41-98,hbaida@example.org
Василечко,Софія,Станіславівна,Жіноча,1983-03-09,Дизайнер,місто Курахове,"набережна Луїджі Іоріні, буд. 378, Новоукраїнка, 99769",+380 65 404 93 98,panasmazepa@example.org
Колісниченко,Оксана,Охрімівна,Жіноча,1957-06-15,Провізор,місто Малин,"сквер Лінія 49-та, буд. 50 кв. 37, Рава-Руська, 93236",+380 97 479-18-78,demydshevchenko@example.org
Товстоліс,Любов,Ростиславівна,Жіноча,1977-06-08,Підприємець,село Малин,"сквер Георгія Липського, буд. 88 кв. 70, Новояворівськ, 41638",418-84-29,babiukvioletta@example.com
Алексюк,Едита,Ігнатівна,Жіноча,1944-10-18,Співак,місто Буринь,"вулиця Панаса Саксаганського, буд. 36, Слов'янськ, 88117",056 399-24-29,wdashenko@example.com
Чубай,Анжела,Устимівна,Жіноча,1942-03-21,Співак,хутір Перещепине,"сквер 7-ма Лінія 6-й ст. Люстдорфської дороги, буд. 430, Олександрівськ, 27111",038 605 11 39,vavramchuk@example.com
Ейбоженко,Дарина,Леопольдівна,Жіноча,1979-07-23,Лікар,село Боярка,"парк Яблунева, буд. 376 кв. 42, Дубно, 47412",+380 20 361 59 53,artemiarosh@example.com
Бабко,Віолетта,Борисівна,Жіноча,1961-04-23,Дерун,хутір Очаків,"узвіз Евлії Челебі, буд. 221, Буринь, 16275",+380 07 321-22-30,demydenkoievhen@example.org
Ващенко,Володимира,Теодорівна,Жіноча,1997-06-18,Науковець,село Глобине,"шосе Костанді 2-й, буд. 29, Бережани, 37102",073 032 14 00,ievakolisnychenko@example.net
Шило,Златослава,Сергіївна,Жіноча,1950-04-08,Фрілансер,місто Решетилівка,"узвіз Лінія 49-та, буд. 766 кв. 884, Городня, 78703",285 59 66,odarkaiurchenko@example.org
Ґереґа,Марʼяна,Глібівна,Жіноча,1941-09-02,Льотчик,селище Борислав,"площа Лодочний, буд. 4, Старий Самбір, 57302",+380 64 784-93-63,gbairak@example.com
Якименко,Роксолана,Панасівна,Жіноча,1983-07-20,Гірник,місто Феодосія,"узвіз Балтська дорога, буд. 90, Краматорськ, 39879",515-22-96,stanislav92@example.com
Валенко,Богуслава,Аврелійовна,Жіноча,1963-06-23,Сценарист,селище Бобринець,"шосе Патріотична, буд. 32, Гірник, 75147",041 849-56-61,liliiaiukhymenko@example.com
Асаула,Клавдія,Ігнатівна,Жіноча,2002-06-15,Хореограф,хутір Гірське,"проспект Шовкуненка, буд. 0 кв. 35, Борщів, 29859",+380 96 402 05 67,danylolysenko@example.com
Артеменко,Мілена,Кирилівна,Жіноча,1995-06-08,Архітектор,хутір Київ,"набережна Амундсена, 1-й, буд. 624, Полтава, 90658",+380 17 542 23 60,lesykvira@example.org
Лесик,Богуслава,Спасівна,Жіноча,1958-01-09,Музикант,селище Берестин,"площа Дальницька, буд. 947, Могилів-Подільський, 56738",561-22-81,vlokhsviatoslav@example.com
